j,10_palabras_mas_comunes
cat_dd09a27,"as2000, cavitador, garantía, neumático, nsk, odontológico"
cat_dd09e0c,"blisteros, cromados, exhibidores, panel, percheros, ranurado"
cat_dd15c99,"munhequeira, mercur, ortese, punho, bilateral, preta, tala, cotovelo, elastica, elbow"
cat_dd16fda,"furadeira, impacto, kit, bosch, maleta, 110v, black, decker, gsb, 650w"
cat_dd19e23,"box, capa, caixa, estojo, acrilica, transparente, grossa, preto, capinhas, dvd"
cat_dd20cfd,"amassador, abridor, lata, latas, latinhas, ferro, fundido, garrafas, 350ml, 475ml"
cat_dd23cbd,"regulador, solar, carga, 12v, panel, 24v, display, usb, amper, kit"
cat_dd2c0c3,"guitarra, volume, a500k, angelo, base, bot, com, curto, eixo, fotos"
cat_dd31f6a,"scarpin, salto, feminino, sapato, bico, fino, verniz, alto, grosso, vizzano"
cat_dd32716,"1500w, mangote, vibrador, coluna, concreto, lajes, lmp, lynus, metros, portátil"
cat_dd363a0,"auto, gps, gt01, localizador, moto, rastreador, trackeador, tracker"
cat_dd47b78,"travesseiro, sommier, nasa, colchon, kit, travesseiros, corpo, duoflex, plazas, ortopédico"
cat_dd5a06b,"grapa, lit, ret, x5000"
cat_dd5d628,"chapa, directo, fabrica, galvanizada, jeep, tanque, willys"
cat_dd63585,"32gb, oculos, oculus, realidade, standalone, virtual, air, assistente, comando, g10s"
cat_dd63d98,"locomotiva, thomas, trenzinho, bmf, bolo, brinquedo, chá, cidade, dmt5750, elétrico"
cat_dd65ff9,"rack, ventosa, com, teto, universal, caiaque, cinta, escada, fixa, nova"
cat_dd73007,"maquina, recta, agujas, coser, dbx1, industrial, aguja, familiar, originales, singer"
cat_dd74b4b,"120cm, carrinho, churros, fuso, masseira, vista"
cat_dd7c695,"cápsulas, omega, servimedic"
cat_dd7c9c8,"condutividade, medidor, digital, phmetro, hidroponia, ppm, tds, temperatura, termometro, condutivímetro"
cat_dd84b03,"pretal, arnes, correa, acolchado, perro, grande, klokan, microcentro, paseo, perros"
cat_dd8b398,"arco, 75lbs, acessorios, camo, cb75gc, composto, flechas, green, kung, man"
cat_dd8dabb,"17mm, bordeadora, carretel, eje, ferre, helicoidal, piñón, rectos, repuesto, shafer"
cat_dd8ee99,"calza, ciclismo, ciclista, corta, dama, hombre, mvdsport, unisex"
cat_dd8f42d,"barras, encoladora, hot, melt, pegamento, pistola, silicona"
cat_dd9f6dc,"entrenamiento, pvc, valla, metro, regulable, salto, vallas, gymtonic"
cat_dda344f,"alicate, descascador, fios, eletricista, decapador, ajustável, crimpador, gross, crimpar, desencapador"
cat_ddb1d13,"apple, lapiz, pencil, android, b200, celulares, genius, tablets, tactil, air"
cat_ddc05b5,"fritadeira, air, airfryer, cesto, mondial, philco, fry, naf, novo, original"
cat_ddd1357,"anti, celular, laptop, notebook, poeira, tampa, tipo, usb"
cat_ddd2724,"chave, canivete, bot, capa, original, carca, corsa, alarme, celta, chevrolet"
cat_ddd2d74,"frazada, polar, plaza, piñata, corderito, flannel, antipilling, termica, abrigada, frazadas"
cat_ddd4cc6,"chocadeira, chocmaster, com, gansso, juli, ovos, ovoscopio, sinaleiro, ancestral, tarim"
cat_ddd6893,"clip, dupla, mascara, nasal, 100u, ajuste, descartavel, elastico, descartável, unid"
cat_ddd6e1e,"mesa, acces, azul, paño, ping, pong, pool, tapa, verde"
cat_ddef16c,"bolso, boxeo, chico, entrenamiento, flash, fútbol, rugby, viajes"
cat_ddf18c3,"volante, esportivo, cubo, gol, gti, golf, original, celta, com, fusca"
cat_ddf38df,"natacion, aquagym, cloro, malla, mujer, quickly, resistente, acuaticos, agua, deportes"
cat_ddf4201,"kit, par, suporte, cabine, celta, diant, especial, suspens, tras, trizeta"
cat_ddff9d6,"vaso, narguile, pequeno, base, aladin, jarro, 30cm, azul, genie, cor"
cat_de00f66,"filtros, mascara, semimascara, n95, fravida, protector, facial, gases, filtro, polvo"
cat_de019a8,"60x60, 80x80, bencina, cultivo, encendedor, grow, indoor, malla, mechero, olivos"
cat_de1829b,"alumínio, metros, papel, rolo, 30cm, grosso, luxo, máximo, nota, pro"
cat_de1a8bf,"luva, pares, vaqueta, epi, raspa, preta, refor, kit, protec, com"
cat_de344ec,"kilo, belgrano, borato, borax, epsom, magnesio, molido, polvo, puro, sales"
cat_de3da60,"almohadón, auto, bebés, butaca, cabeza, silla, sujeción, vincha"
cat_de42d64,"antirrobo, tuercas, seguridad, envios, ford, nuevo, polo, rapidos, virtus, auxilio"
cat_de5314c,"crx880a, dvd, gravador, leitor, notebook, original, sony, vaio"
cat_de581fa,"antiguo, café, electrico, molino"
cat_de5f3d2,"22cm, 300mm2, acero, argon, bajo, cubicos, cuotas, decapante, gel, hidraulica"
cat_de7536d,"radiador, racor, elementos, giacomini, peisa, recto, rosca, kit, t500, aditivo"
cat_de9a5af,"caldera, acero, bialetti, cafetera, embolo, francesa, inoxidable, litro, litros, negro"
cat_dea11b0,"válvula, solenoide, turbina, 16v, bmw, controle, duratec, f30, focus, modulo"
cat_dea851e,"anel, suporte, antiqueda, celular, celulares, dedo, iphone, samsung, todos, ultra"
cat_deb57f9,"camiseta, original, masculina, palmeiras, puma, treino, barcelona, dry, home, nike"
cat_dec148b,"sementes, frete, kit, grátis, rosas, deserto, mudas, gratis, mix, gigante"
cat_dec779a,"resina, decora, enfeite, decorativa, trio, com, hindu, buda, estatueta, placa"
cat_decf2da,"fruteira, com, andares, mesa, cestos, organizador, cozinha, bronze, cesto, cobre"
cat_ded9592,"com, controle, lcd, polegadas, portátil, suporte, tela, vga"
cat_dee9938,"anos, bucha, coroa, dafra, kansas, metal, roda, todos"
cat_deeabb4,"950w, amoladora, discos, industrial, ingco, kit, lentes, tyt"
cat_deebd8a,"colher, copo, kit, medida, medidores, inox, cozinha, graduado, medidor, xícaras"
cat_df01aba,"banquito, escalera, muebleria, pino, tiburon"
cat_df06258,"750ml, argentina, bitter, branca, fernet, kit, unid"
cat_df07930,"cocina, mueble, puertas, multiuso, alacena, armario, kit, aereo, estante, lcm"
cat_df1ee65,"kit, gestante, amamenta, suti, parto, pós, cal, cinta, com, calcinha"
cat_df1f6b6,"aquecedor, aquários, full, 200w, 30w, aqua, com, delfin, fontes, lagos"
cat_df213e7,"medias, bebe, docena, pack, algodon, elemento, nacido, prematuro, recien, bebé"
cat_df37e57,"kit, montado, stage, system, tebao, testado"
cat_df37eef,"tampa, traseira, porta, kit, fechadura, malas, aneta, batente, portas, amba"
cat_df47b01,"guantes, moto, fas, termicos, guante, invierno, motos, neoprene, abrigo, impermeable"
cat_df51c87,"barbijo, descartable, elastico, virus, cubreboca, triplecapa, mascarilla, polvo, prevencion"
cat_df527c8,"vidro, direito, lateral, basculante, esquerdo, janela, lado, antiga, bocas, continental"
cat_df59bf3,"carne, moedor, manual, moer, lingui, máquina, com, botini, embutidos, maquina"
cat_df60aa8,"teclado, gamer, usb, preto, mec, nico, com, rgb, abnt2, qwerty"
cat_df64bc7,"1tb, 4gb, 8265u, a340, all, estado, excelente, ideacentre, imac, impecável"
cat_df6ffa7,"doce, leite, pingo, argentino, 160g, 450g, 860gr, chocosoy, com, cremoso"
cat_df7271d,"cadeiras, empilháveis, ferro, jogos, mesa"
cat_df73185,"alicate, crimpar, terminal, até, ilhos, kit, 10mm, cabo, descascador, prensar"
cat_df77305,"24h, antisséptico, correios, envio, gel, liberado, original, álcool, 100g, 100ml"
cat_df78623,"cuna, sabanas, batista, practicuna, 75x105, carestino, kiddy, stock, colecho, sábana"
cat_df7b02a,"leche, fórmula, polvo, nutrilon, profutura, unidades, 800g, líquida, nutricia, 200ml"
cat_df7c010,"accion, camera, carcasa, original, sin, uso"
cat_df80cd3,"capacete, narigueira, brin, evolution, pro, tork, 300ml, agv, alta, axxis"
cat_df81d8f,"5mm, barraca, coleman, fibra, kit, varetas, vidro"
cat_df82da4,"bordado, chino, aguja, agujas, combo, hilos, kit, lanilla, med, needle"
cat_df8cf90,"sensor, rota, fase, 16v, anti, chama, diafragma, jetta, membrana, motor"
cat_df8fc07,"cabe, boneca, suporte, sintética, natural, treino, manequim, cabelo, castanho, humano"
cat_df91e4f,"musicas, agulha, som, 2000mk, 40mil, cce, eletr, esquema, exclusivo, gradiente"
cat_df92918,"bebe, naciso, plush, recien, saquito"
cat_df95f54,"tiras, accu, glicemia, chek, kit, unidades, active, tech, glicose, plus"
cat_df99108,"hombre, keystone, nieve, pantalon, ski, snowboard, zermatt"
cat_dfa0165,"base, matte, líquida, kay, mary, original, cor, 30ml, phoera, mate"
cat_dfa891f,"44m, 75m, adaptador, alumínio, box, cabeceira, cama, canaletado, com, frame"
cat_dfb42c6,"adaptador, usb, cabo, hdmi, thunderbolt, macbook, vga, tipo, displayport, mac"
cat_dfb9215,"modelador, abafador, hamburguer, hambúrguer, prensador, ovos, balan, máquina, amassador, chapa"
cat_dfbc80b,"adega, aramado, garrafas, mod, nicho, tipo"
cat_dfc5fb1,"mera, gopro, hero, 1080p, filmadora, full, black, bateria, extra, original"
cat_dfdbdeb,"aire, control, acondicionado, remoto, bgh, original, midea, universal, air, bge"
cat_dff296e,"amansaloco, balde, cepillo, escoba, limpieza, niñas, original, pala, resorte, set"
cat_e00bb53,"bicicleta, bolso, celular, estuche, iphone, protector"
cat_e00bec0,"cama, camilla, inversión, randers, soporta, tabla"
cat_e021c6a,"monitor, set, smos, som, stagg, suporte, par"
cat_e023b13,"pvc, cabo, filme, giratório, 12cm, 28cm, 300m, bobina, com, filmes"
cat_e028b22,"inflable, corral, red, castillo, fisher, niños, oferta, pelotero, price"
cat_e029e32,"placa, nova, notebook, positivo, itautec, original, a7420, a7520, d03, infoway"
cat_e0309ed,"dente, leite, porta, dentes, estojo, caixa, dental, dentinho, infantil, caixinha"
cat_e03139b,"embarazo, faja, milagro"
cat_e0329a4,"chocalho, bebe, beb, brinquedo, mordedor, girafa, kit, naninha, pelúcia, brinquedos"
cat_e040b24,"ecg, 216mm, 30m, aparelho, bionet, contec, eletrocardiograma, eletrocardiógrafo, envio, imedia"
cat_e051bfe,"gás, elétrico, chapa, lanche, prensa, 127v, bocas, inox, com, fog"
cat_e056dc3,"aspiradora, robot, ava, smart, tek, inalambrica, inteligente, mini, automática, pce"
cat_e0575f7,"encordado, violin, ahora, alice, cuerdas, dominant, medium, music, olympia, open"
cat_e05bf6c,"olla, presion, tapa, 32cm, 5lt, arrocera, asadera, cocina, electrica, esmaltada"
cat_e05e13b,"engraxadeira, manual, balde, bomba, com, compactador, hidromar, alta, gamma, graxa"
cat_e05e4f4,"geladeira, infantil, brinquedo, magic, toys, mágica, acessórios, grande, big, cozinha"
cat_e05f28a,"aluminio, bast, bengala, indaiá, pontas, regulável"
cat_e07304e,"mini, minispiedo, spiedo, parrillas, piedra, pizza, acero, inoxidable, placa, portatil"
cat_e07332a,"fita, gel, guid, onetouch, prologó"
cat_e078e41,"auriculares, camara, combo, kit, microfono, skype, teletrabajo, web"
cat_e08bdcc,"eames, silla, sillas, madera, patas, comedor, cadeiras, cuotas, mesa, tulip"
cat_e0bc50e,"rede, dormir, descanso, casal, kit, jeans, gancho, resistente, balan, par"
cat_e0c0a78,"alumínio, carga, carrinho, com, kit, nio, oxig, centercor, lts, portátil"
cat_e0c4af6,"biombo, divisor, hoja, precio, separador, alto, ambientes, ancho, hojas, imagene"
cat_e0cf168,"prensa, guincho, hidraulica, hidráulica, manometro, marcon, mph, ton, toneladas"
cat_e0d544e,"acessórios, carriola, gira, até, babymovil, baldinho, big, car, coleccion, com"
cat_e0df58c,"brushing, progresivo, alisado, brasil, keratina, 3filtros, alta, antifrizz, aplicaciones, aspiradora"
cat_e0e2b57,"aegir, arcade, branco, caixa, controle, mdf, mod, sanwa"
cat_e0e3992,"12v, canais, crossover, mesa, stereo, stetsom, stm1206, vias"
cat_e0e6611,"placard, puertas, ropero, cajones, corredizas, melamina, mosconi, orlandi, sin, capital"
cat_e0f16d2,"psvita, micro, sd2vita, 32gb, 12x, adapt, adaptador, juros, pro, analógico"
cat_e0fe0ff,"pebolim, totó, bola, bolinha, fla, flu, futebol, jogadores, mesa, mini"
cat_e107119,"cello, corda, larsen, arioso, calixto, cordas, encordoamento, excelente, jogo, magnacore"
cat_e10cdd9,"banco, original, honda, asiento, caloi, mobilete, biz, costura, egipciana, com"
cat_e116cdb,"goma, cinta, corte, cuello, doble, faz, imán, indetectables, inoa, lavacabezas"
cat_e12033d,"motor, kit, caja, fiat, soporte, base, bateria, clio, fase, nafta"
cat_e1210df,"apoio, banco, bancos, braco, capas, carro, citroen, doblo, lugares, motorista"
cat_e12339a,"carga, pin, placa, flex, huawei, mate, microfono, micrófono, pro, usb"
cat_e123476,"desmalezadora, 52cc, motoguadaña, arnes, cuchilla, tanza, lusqtoff, bordeadora, profesional, 53cc"
cat_e131396,"pula, bolinhas, maquina, pedestal, quadrada, tipo"
cat_e131d4d,"cartas, pokemon, pokémon, lote, kit, yugioh, booster, box, carta, dados"
cat_e151323,"vhs, box, caixa, dancing, dirty, juraci, modelo, park"
cat_e151e43,"carregador, universal, turbo, usb, bateria, samsung, adaptador, cabo, ipad, note"
cat_e1567f3,"guitarra, criolla, funda, estudio, martin, smith, clasica, pua, calidad, capo"
cat_e160aa1,"mochila, canon, nikon, camera, profissional, easy, fotográfica, 350aw, acessorio, c24xl14xa36"
cat_e179a36,"lanterna, traseira, custom, fum, led, lente, original, moto, abs, adapta"
cat_e181092,"power, reset, desliga, flat, liga, placa, bot, 9000x, cabo, k02"
cat_e183a6b,"allen, element, llave, pulg, skate, tornillos"
cat_e183cc3,"tronco, aroeira, natural, p004, raiz, 15cm, 48cm, alt, aquario, comp"
cat_e189df3,"cocina, despensero, organizador, puertas, alacena, todohogar, melamina, blanco, mesada, bajo"
cat_e18b1d8,"20x30, judaicos, oferta, quadros, super"
cat_e18bfac,"infantil, biquini, blusa, com, prote, solar, uv50, anos, entrega, maio"
cat_e19732a,"film, fusor, presion, rodillo"
cat_e19ee6e,"maquina, levanta, electrica, fiat, kit, reparacion, vidrio, delantero, izq, levantavidrios"
cat_e1a4d39,"monoplato, asimetrico, bcd, dientes, 104bcd, 96bcd, narrow, ovalado, platos, wide"
cat_e1ab43d,"coqueteleira, academia, shaker, 500ml, 600ml, bottle, doses, garrafa, spider, gal"
cat_e1bb586,"original, smd, circuito, integrado, novo, kit, placa, gravada, flash, frete"
cat_e1c8fb8,"casa, cucha, gato, impermeable, mascota, mediana, perro, térmica"
cat_e1da708,"detector, dinheiro, falso, identificador, notas, bivolt, cedulas, dl01, luz, negra"
cat_e1e82c1,"buggy, gaiola, guincho, polti, veicular"
cat_e1e9132,"joy, nintendo, joystick, switch, analogico, control, respuesto, triwing, edition, for"
cat_e1f261f,"carrinho, ferramentas, rodas, 3x1, baú, caixa, desmontável, klatter, porta, 8x2"
cat_e1f2fda,"comprimidos, porta, semanal, c40305, comprimido, cortador, dia, kit, medicamento, remedio"
cat_e1f5051,"cabo, dji, flat, mavic, camera, gimbal, imagem, ncia, novo, pro"
cat_e1f8df6,"alcohol, isopropilico, pureza, delta, isopropílico, alta, bidon, limpieza, compitt, prophyl"
cat_e200bf7,"cortina, ilhós, kit, pares, branco, unidades, redondo, quadrado, 100unidades, tabaco"
cat_e21f940,"balc, branco, cestos, com, fruteira, mdf, rodinhas"
cat_e22044a,"kit, ber, tran, menina, protetor, menino, saia, brinde, nuvem, rosa"
cat_e23302a,"aluminio, cobre, ficha, hella, hem, juego, mach, trailer, vías"
cat_e23a03a,"bomba, furadeira, 110v, submersa, kit, 220v, frete, grátis, rymer, sapo"
cat_e23ad72,"carrinho, controle, remoto, carro, bateria, com, monster, ferrari, leds, 4x4"
cat_e2447b6,"balanza, colgar, digital, gancho, pesca, valijas, viajes"
cat_e25871b,processador
cat_e262b75,"bailarina, ballet, 120cm, balé, carmen, completo, corselet, corset, fantasia, infantil"
cat_e275dd2,"caba, cuervo, envio, gold, gratis, jose, mexico, tequila"
cat_e27c359,"descarga, rápida"
cat_e283a9a,"8mm, eje, liliana, pala, paleta, pulgadas, ventilador"
cat_e28e837,"0db, 2conc, 30m, ajustável, antena, baofeng, brinde, cabo, coaxial, comunitária"
cat_e29f9a8,"tapete, atividades, beb, musical, piano, rosa, atividade, bebe, bolinha, cercadinho"
cat_e2a1a2f,"manifold, r22, 150cm, acondicionado, aire, juego, mangueras, manometro, r12, r134"
cat_e2a84d1,"toldo, policarbonato, 00m, 4mm, 50cm, 70m, 8mm, fum, janelas, kit"
cat_e2b9968,"castanholas, par, resina, portugal, profissionais"
cat_e2c45b1,"borracha, geladeira, jogo, gaxeta, borrachas, consul, freezer, original, bosch, porta"
cat_e2d1c9d,"lavatorio, grifería, canilla, griferia, cromo, baño, mesada, 5años, agua, antigua"
cat_e2d62f9,"claves, cocina, kiako, line, natalia, saludable, taller"
cat_e2dd214,"plegable, pelo, secador, 07c, beb, bixler, mango, 2400w, cuotas, forza"
cat_e2dee02,"luneta, coldre, mira, airsoft, original, dot, pistola, 6x24x50, cal, cintura"
cat_e2e3c67,"pedivela, shimano, 175mm, central, sram, vela, coroa, dub, gts, dentes"
cat_e2ef318,"capacitor, 60hz, marcha, 18a, 20uf, 22mm, 2r018, 400v, 450v, aluminio"
cat_e2fc831,"agulha, shure, diamante, elíptica, original, safira, agulhas, aiwa, alta, anti"
cat_e31fd83,"camisa, cinta, liga, masculino, segura, suporte, suspensório"
cat_e31ff9b,"taurus, empunhadura, cabo, coronha, borracha, carabina, dione, eixo, luxo, madeira"
cat_e340783,"argol, fich, fina, ideia, pautado, refil, unidades"
cat_e349f41,"fitas, kit, tdk"
cat_e357cf7,"carburador, chinas, desmalezadoras, kit, murray, polea, poulan, reparación, torreta, tractor"
cat_e3604d9,"ceramica, madera, simil, 1era, 50x50, castaño, oferta, parquet, piso"
cat_e366d73,"funda, iphone, plus, case, hybrid, transparente, 10flip, agenda, calidad, celular"
cat_e36dcb7,"5mm, adaptador, conector, disuasiva, escopeta, foster, goma, m10, macho, postas"
cat_e370442,"joystick, usb, xbox, adaptador, cable, compatible, consolas, microsoft, receptor, wireless"
cat_e3744e0,"banco, apilable, convertible, deck, disponibles, jardin, mesa, plegable, plástico, premium"
cat_e37c267,"aojun, bomba, cargo, combustible, effa, nafta"
cat_e37cad0,"gerador, 3100w, 6kwh, até, avr, com, completo, cpfl, fotovoltaico, homologa"
cat_e384561,"gps, rastreador, garmin, etrex, recarregável, veicular, automotivo, base, com, digital"
cat_e390cac,"diamante, dias, facial, microdermoabrasion, punta, tratamiento, cauterizacion, digital, manchas, pecas"
cat_e39ab7e,"porcelana, automaticos, sellos, 14cm, 38x14mm, 5mm, arte, artesanal, blanca, bolsillo"
cat_e3a0f3a,"amamenta, blusa, gestante, gravidas, inverno, longa, manga"
cat_e3a6b33,"controle, fio, novo, preto, sem, xbox"
cat_e3ad7d2,"auto, vtv, matafuego, 1kg, abc, reglamentario, canje, corto, largo, matafuegos"
cat_e3c7ff7,"cuna, sábanas, bebé, juego, practicuna, algodón, clásicas"
cat_e3cbc6a,"abra, polip, sol, terraja"
cat_e3d00ca,"ponte, guitarra, fixa, kit, preto, strato, corda, hard, jpn, pino"
cat_e3ebf7e,"césped, pasto, sintético, 10mm, artificial, decorativo, lider, nacional, nuevo, rollo"
cat_e417dd3,"aceite, filtro, cobalt, ford, kia, original, spin, toyota, 0w020, 5w30"
cat_e41be84,"caja, 24x16x9, corrugada, hamburguesas, medio, metro, micro, microcorrugado, pizza, unidades"
cat_e41d153,"caribe, stanley, store, sur, tapon, verde"
cat_e41d6ce,"chinelo, sandália, feminina, sandalia, feminino, masculino, infantil, original, salto, couro"
